query,ground_truth_answer,traditional_faithfulness,traditional_answer_relevancy,traditional_context_recall,traditional_context_precision,traditional_entity_recall,modified_faithfulness,modified_answer_relevancy,modified_context_recall,modified_context_precision,modified_entity_recall
"What radio format was described as being ""the acoustic equivalent to Prozac""?",soft adult contemporary,0.534933329,0.764971733,1,0.0625,0,0.618392169,0.896668434,1,0.0625,0
What decade saw the birth of the soft adult contemporary format?,1970s,0.158659726,0.386362702,0,0,1,0.791692138,0.702386081,0,0,1
"What radio station introduced the term ""soft rock""?",WEEI-FM,0.551959872,0.563441873,0,0,0,0.822588444,0.818771958,0,0,0
"Where was the station that introduced the term ""soft rock"" based?",Boston,0.744289994,0.796910703,0,0,1,0.834242821,0.796910703,0,0,1
"What processed meat, featured in WEEI-FM's ad slogan, rhymes with Joni?",baloney,0.317692459,0.39265573,1,0.043478261,0,0.317692459,0.39265573,1,0.045454545,0
"In what country is soft adult contemporary called ""EZ Rock""?",Canada,0.023641484,0.244206801,0,0,0,0.023641484,0.244206801,0,0,0
"Along with MOR, easy listening and soft rock, what format is soft adult contemporary a successor to?",beautiful music,0.683673084,0.815278172,0,0,0,0.430161417,0.956369817,0,0,0
What occupation is stereotypical held by soft adult contemporary listeners?,office workers,0.019760663,0.151156232,0,0,0,0.620262742,0.773563027,0,0,0
What advertising demographic is soft adult contemporary marketed towards?,females aged 25–54,0.657641172,0.752013981,0,0,0,0.649750054,0.718902767,0,0,0
"What station first introduced the tagline ""everyone at work can agree on""?",KOST,0.087252952,0.12223056,0,0,1,0.599460006,0.259681582,0,0,1
"Along with romantic and sexual relationships, family and work, what do soft adult contemporary songs sometimes discuss?",raising children,0.688978732,0.854246259,0,0,0,0.760527134,0.913854837,0,0,0
Music from what two decades is notably featured on the soft AC format?,1960s and 1970s,0.256709099,0.312919497,0.5,0.055555556,1,0.817446649,0.879202485,0.5,0.2,0
"Along with classic R&B, what genre is notably featured on soft AC stations?",soul,0.257349074,0.357869387,1,0.153846154,0,0.876025379,0.760937572,0.5,0.25,0
What radio station format is soft AC often contrasted with?,hot AC,0.328244358,0.276595086,1,0.045454545,1,0.614705503,0.884128928,0,0,0
What radio station formats faced demographic pressures in the 1960s and 70s?,jazz and big band,0.719986975,0.674077332,0.5,0.076923077,0,0.799143553,0.852593839,0,0,0
What radio station format is facing demographic pressures in the present day?,oldies,0.878251433,0.722634912,0,0,0,0.834628999,0.75404489,0,0,0
What radio station format have many of the former soft AC artists moved to?,adult standards,0.68215555,0.758716345,1,0.05,0,0.475492537,0.790144682,0,0,0
Certain soft AC stations have found a niche on the radio by doing what?,incorporating more oldies,0.73761189,0.726778448,1,0.045454545,0,0.49009943,0.502138257,1,0.25,0
Why are adult standards format radio stations declining?,aging demographics,0.7112391,0.917390943,0,0,0,0.811889887,0.875997782,0,0,0
"Along with Andy Williams, Johnny Mathis, Nana Mouskouri, Celine Dion, Julio Iglesias, Barry Manilow, Engelbert Humperdinck, and Marc Anthony, what notable artist is featured on the soft AC format?",Frank Sinatra,-0.031090442,0.108761504,1,0.28125,1,-0.031090442,0.108761504,1,0.28125,1
"Along with classic hits, what type of music do hot adult contemporary stations feature?",contemporary mainstream music,0.763805509,0.927316964,0,0,0,0.763805509,0.927316964,0,0,0
What is the primary audience of hot adult contemporary format stations?,adult,0.694600046,0.912992001,0,0,0,0.698506951,0.91966629,0,0,0
What demographic do hot AC stations featuring more pop and alternative rock focus on?,Generation Z,0.726828516,0.805208445,1,0.083333333,0,0.811379611,0.69269073,0,0,0
"Along with urban and rhythmic dance tracks, what genre is featured on hot AC stations with a younger audience?",teen pop,0.702423632,0.788642764,1,0.125,0,0.626950085,0.733672976,1,0.125,0
"Madonna, Cher, Gloria Estefan and Kylie Minogue are artists in what genre of music?",dance-pop,0.5869537,0.897187531,1,0.133333333,0,0.5869537,0.897187531,1,0.129032258,0
What type of band are Backstreet Boys and Westlife?,boybands,0.541471541,0.893375456,0,0,0,0.496909738,0.861872256,0,0,0
What genre of music is played by Westlife?,power pops,0.497980773,0.745028615,0,0,0,0.497980773,0.745028615,0,0,0
What genre of music is played by The Eagles?,soft rock,0.450403869,0.810307503,1,0.076923077,0,0.361847281,0.740206003,1,0.076923077,0
What is the target age range of Hot AC stations?,18-54,0.651260078,0.866502762,1,0.111111111,0,0.387741148,0.394996941,0,0,1
What station did Mike Marino work for in 1997?,KMXB,0.453372121,0.692824721,1,0.076923077,0,0.453372121,0.692824721,1,0.076923077,0
Where was the radio station KMXB based in 1997?,Las Vegas,0.526621103,0.888662457,0.5,0.052631579,1,0.526621103,0.888662457,0.5,0.052631579,1
What age demographic is modern rock radio focused on?,18-34,0.751029968,0.877573967,0,0,1,0.762242258,0.853087008,0,0,1
What is the sex of the listeners modern rock radio is geared towards?,men,0.646262884,0.82620728,0,0,0,0.646262884,0.82620728,0,0,0
"Unlike modern rock radio, what sex is adult contemporary radio said to appeal to?",women,0.645572841,0.799631119,0,0,0,0.645572841,0.799631119,0,0,0
What age group is Urban AC focused towards?,adult,0.608245671,0.663685799,0,0,0,0.616389036,0.684544146,0,0,0
What race is the target demographic of Urban AC radio?,African-American,0.879717171,0.770165145,0,0,1,0.776548982,0.868869841,1,0.142857143,0
Who is an example of an artist played on Urban AC format radio stations?,Des'ree,0.824178696,0.70033884,0,0,0,0.169678003,0.093006887,1,0.071428571,0
What is the name of the popular album released by Des'ree?,I Ain't Movin',0.549801648,0.585663319,0,0,0,0.549801648,0.585663319,0,0,0
What is the ethnicity of artists commonly played on urban adult contemporary radio?,black,0.627207339,0.798926353,0,0,0,0.669284999,0.823617816,0,0,0
What other adult contemporary radio format is urban AC similar to?,soft AC,0.704938829,0.698090315,1,0.090909091,1,0.59885782,0.842062593,0,0,0
What genre of music is not played frequently on urban AC?,hip-hop,0.694843352,0.731525064,1,0.090909091,0,0.626401424,0.707783818,0,0,0
What two genres of music are popular on urban AC?,R&B and soul music,0.764468789,0.678843915,0.5,0.083333333,1,0.704145074,0.877650738,0.5,0.25,1
"Along with Trey Songz, Patti LaBelle, Toni Braxton, Whitney Houston, Aretha Franklin, Frank Ocean, Craig David and Mariah Carey, who is a well-known urban AC artist?",Luther Vandross,0.006587986,0.026841521,1,0.346153846,0,0.006587986,0.026841521,1,0.346153846,0
What adult contemporary radio format is urban AC not similar to?,hot AC,0.43438679,0.515904367,1,0.090909091,1,0.357004523,0.637115836,0,0,0
What radio format is similar to urban AC but features older soul and R&B songs?,rhythmic oldies,0.495992541,0.494773388,1,0.181818182,0,0.50202322,0.501152396,1,0.181818182,0
What is the earliest decade of music typically featured on the rhythmic oldies format?,1960s,0.661172926,0.93761003,0,0,0,0.352278352,0.443991303,0,0,0
What is the most recent decade music from which music can be heard on a rhythmic oldies station?,1990s,0.741539359,0.887511015,0,0,0,0.640309334,0.887429655,0,0,0
What is the target demographic of the rhythmic oldies format?,African-Americans,0.69528532,0.868414044,0,0,1,0.88965416,0.830720723,0,0,0
What radio format consists of ballads and slow jams?,quiet storm,0.683257341,0.752290845,0,0,0,0.673047781,0.744264662,0,0,0
What is the name of the radio format that is a mixture of urban and soft adult contemporary?,quiet storm,0.725720048,0.923611522,0,0,0,0.277162015,0.218534678,0,0,0
At what time of day is the quiet storm format played?,the evening,0.748606026,0.7561391,0,0,0,0.843339205,0.796700954,0,0,0
What is the typical ethnicity of artists played on quiet storm stations?,Black and Latino,0.677276313,0.897007108,0,0,0,0.684550166,0.904445708,0,0,0
"Along with Freddie Jackson, Johnny Gill, Teena Marie, Lalah Hathaway, Toni Braxton, and En Vogue, what artist is popular on quiet storm stations?",Vanessa L. Williams,-0.01257313,0.045356091,0.833333333,0.208333333,1,0.037996128,0.368863225,0.833333333,0.208333333,1
"Along with urban adult contemporary and smooth jazz, what station format might feature music from Sade?",mainstream AC,0.474394679,0.838717163,0,0,1,0.436355531,0.834361255,0,0,1
What other format is sometimes played on urban AC stations?,smooth jazz,0.494240403,0.381586105,1,0.083333333,0,0.440018237,0.262219131,0,0,0
When might you hear smooth jazz on a soft AC station?,the weekends,0.763759196,0.649838507,1,0.066666667,0,0.728119195,0.863533735,1,0.066666667,0
What is a more recent name for the smooth jazz format?,Smooth AC,0.52137965,0.32003969,0,0,1,0.581940889,0.668878317,0,0,0
What was the smooth jazz format renamed?,to lure younger listeners,0.71514076,0.869692087,0,0,0,0.609074593,0.827408195,0,0,0
"Along with soft AC, on what station format might adult contemporary R&B be featured?",urban AC,0.733121157,0.861259639,1,0.222222222,1,0.733121157,0.861259639,1,0.222222222,1
What features are emphasized in adult contemporary R&B music?,songcraft and sophistication,0.801891804,0.836152315,1,0.1,0,0.682921171,0.836264193,0,0,0
"Along with smooth soul and quiet storm, what genre influenced adult contemporary R&B?",Philly soul,0.763463736,0.923305273,1,0.0625,0,0.775263309,0.943933427,1,0.0625,0
During what decade was smooth soul popular?,1970s,0.610622406,0.914003015,0,0,1,0.610622406,0.914003015,0,0,1
"Along with drum machines and synthesizers, what electronic instruments are often found in modern R&B-based music?",sequencers,0.599585712,0.906181812,1,0.066666667,0,0.580626547,0.880911827,1,0.066666667,0
What genre of music did Patti Austin perform?,jazz-R&B fusion,0.460082829,0.757060409,1,0.033333333,0,0.45384717,0.818768442,1,0.032258065,0
Of what genre was the musician Keith Sweat?,crossover R&B,0.459671497,0.872348368,1,0.03030303,1,0.459671497,0.872348368,1,0.03030303,1
During what decade were musicians like Al Jarreau and Luther Vandross notably successful?,1980s,0.492359549,0.74412483,0,0,1,0.520515203,0.797221482,0,0,1
What type of songs was Leona Lewis known for?,ballads,0.460477501,0.907073021,1,0.032258065,0,0.455827892,0.916691959,1,0.032258065,0
Who wrote Boyz II Men's I'll Make Love to You?,Babyface,0.514586329,0.82697618,0,0,0,0.529587448,0.821210146,0,0,0
What is CCM an acronym of?,Contemporary Christian music,0.506106496,0.773810625,1,0.0625,1,0.506106496,0.773810625,1,0.0625,1
What genre of music is performed by MercyMe?,Christian AC,0.413317561,0.765411615,0,0,0,0.413317561,0.765411615,0,0,0
What publication includes Christian AC with its format charts?,Radio & Records,0.722336411,0.775973678,1,0.045454545,1,0.722336411,0.775973678,1,0.045454545,1
"Along with mainstream AC, what format has also featured Christian AC artists on a crossover basis?",hot AC,0.482702792,0.655149102,1,0.066666667,1,0.612391233,0.655149102,0.5,0.111111111,0
What AC format is especially known for playing Christmas music in the Christmas season?,soft AC,0.665880144,0.72175777,0.666666667,0.08,1,-0.024167538,0.000422679,0.666666667,0.285714286,1
During what two months does the Christmas season take place?,November and December,0.59664458,0.823303699,0,0,1,0.59664458,0.823303699,0,0,1
"Along with Bing Crosby, Dean Martin, Nat King Cole, The Carpenters, Percy Faith and Andy Williams, who is an artist played on AC stations around Christmastime but not otherwise?",Johnny Mathis,-0.008193957,0.12437129,0.714285714,0.161290323,1,-0.008193957,0.12437129,0.714285714,0.161290323,1
When does Christmas music on AC format stations usually begin?,the week before Thanksgiving Day,0.679925799,0.922808051,1,0.083333333,1,0.880573928,0.910792232,1,0.222222222,0
When is the earlier of the two times that Christmas music on adult contemporary stations typically ends?,after Christmas Day,0.722998023,0.897070885,0.5,0.045454545,1,0.722998023,0.897070885,0.5,0.043478261,1
When is the later of the two times that Christmas music on adult contemporary stations usually ends?,New Year's Day,0.738377035,0.908944428,0.5,0.045454545,1,0.724915862,0.916201174,0.5,0.043478261,1
When is the earliest an AC station will switch to a Christmas format?,the beginning of November,0.676370859,0.54176724,1,0.074074074,1,0.250898629,0.361267924,1,0.222222222,0
What two formats pioneered the Christmas music tradition in the 1960s?,beautiful music and easy listening,0.659720898,0.491149932,0.666666667,0.086956522,0,0.659720898,0.491149932,0.666666667,0.086956522,0
"Outside of employment, what is the other main issue that affirmative action focuses on?",education,0.717907906,0.818286896,0,0,0,0.741522193,0.885231912,0,0,0
Affirmative action attempts to ask institutions to grant extra consideration to what group of people outside of Native Americans and women?,racial minorities,0.838180244,0.876154304,1,0.2,0,0.103650764,0.172756925,1,0.2,0
Studies showed that discrimination in both business sectors and education resulted in advantages for what group of people?,whites and males,0.736838937,0.691934168,0,0,0,0.674880028,0.834970474,0,0,0
"Affirmative action does not only attempt to remove disadvantages, but also to ensure what about the number of people in a field?",are more representative of the populations they serve,0.743280888,0.978546262,0,0,0,0.758006692,0.939120293,0,0,0
What is another example aside from racial quotes of affirmative action for collegiate admissions?,gender quotas,0.740627825,0.682440698,0,0,0,0.736711502,0.865593135,0,0,0
Having quotas regarding admissions or employment has been criticized and said to be what kind of discrimination?,reverse,0.529384851,0.486992627,0,0,0,0.118873529,-0.033890195,0,0,0
What case determined that some implementation of affirmative action was unconstitutional?,Gratz v. Bollinger,0.747670949,0.806538045,0,0,1,0.108101375,0.022339966,0,0,1
In which time period did discrimination policies originate from?,Reconstruction Era,0.723191142,0.817892432,0,0,0,0.745477974,0.805641353,0,0,0
What do critics of affirmative action believe should be the main factor in hiring?,achievement,0.648901463,0.821083903,0,0,0,0.663578033,0.757073224,0,0,0
When did the Reconstruction Era end?,1877,0.463244051,0.855376959,1,0.0625,0,0.612912357,0.855376959,0,0,0
Who proposed that land be divided and split up among families of color?,General William Tecumseh Sherman,0.643321514,0.614289224,0,0,0,0.643321514,0.614289224,0,0,0
What was the policy of dividing land among families of color referred to as?,Forty acres and a mule,0.422774464,0.38968271,0,0,1,0.412049711,0.397845685,0,0,1
Which part of the constitution was the basis for policies that were developed during the Civil Rights Movement?,Equal Protection Clause of the 14th Amendment,0.590515614,0.703146935,1,0.111111111,0,0.590515614,0.703146935,1,0.111111111,0
"Who was the first person to utilize the term ""affirmative action""?",President John F. Kennedy,0.86998415,0.741994619,1,0.1,1,0.881746471,0.716406643,1,0.125,1
"In which document did the term ""affirmative action"" first appear?",National Labor Relations Act,0.824699283,0.776326776,1,0.142857143,0,0.909468412,0.731101513,1,0.125,0
Who was the author of the National Labor Relations Act?,Senator Robert F. Wagner,0.754898667,0.699827909,1,0.090909091,1,0.433413208,0.285568386,1,0.090909091,1
Who did employers routinely blacklist of fire?,employees associated with unions,0.518020451,0.673528314,0,0,0,0.509074271,0.887646556,0,0,0
Who was able to review complaints about possible worker discrimination?,National Labor Relations Board,0.713955581,0.54450947,0,0,1,0.713955581,0.54450947,0,0,1
Which group of people did the Wagner Act fail to protect?,minorities,0.706985652,0.688640177,0,0,0,0.469880879,0.259736598,0,0,0
Who was the true backer of the cause of affirmative action?,Harold L. Ickes,0.69545567,0.782585084,0,0,0,0.683877349,0.807450712,0,0,0
What position of power did Harold L. Ickes hold?,Interior Secretary,0.569490731,0.644709349,1,0.058823529,1,0.480226368,0.722317219,1,0.058823529,1
The first introduction of a quota system mandated that contractors had to do what?,employ a fixed percentage of Black workers,0.446379483,0.485304147,0,0,0,0.635862768,0.443459213,0,0,0
Which piece of legislation prevented any discrimination in the defense industry and government?,Executive Order 8802,0.755721211,0.584645331,0,0,0,0.633702993,0.722561002,0,0,0
What does the FEPC stand for?,Fair Employment Practices Committee,0.415378451,0.803301573,0,0,0,0.415378451,0.803301573,0,0,0
What group was established in response to Executive Order 9808?,President's Committee on Civil Rights,0.740197837,0.666634381,0,0,0,0.462801337,0.714180648,0,0,0
What was the Executive Order 9808 issued in response to?,Sergeant Isaac Woodard incident,0.705396891,0.718873858,1,0.066666667,0,0.45250088,0.861701846,0,0,0
"In which year were the ""To Secure These Rights"" findings published?",1947,0.222882926,0.207052305,0,0,1,0.472767681,0.881870866,0,0,1
What was the committee especially disturbed by as indicated in their report?,the state of race relations,0.574643612,0.692023218,0,0,0,0.546242833,0.658944428,0,0,0
"Who in the generation following the ""To Secure These Rights"" findings sign legislation for affirmative action into law?",Lyndon B. Johnson,0.630033493,0.824587047,0,0,0,0.637381554,0.953617454,0,0,0
"The ""To Secure These Rights"" findings wanted desegregation of which institution?",Armed Forces,0.526170492,0.828380406,0,0,0,0.388317704,0.293519408,0,0,0
Which risk associated with serving was specifically highlighted by the findings?,death,0.546310604,0.317303777,0,0,0,0.53892529,0.315039098,0,0,0
What did the findings say occurred to an individual when he enters the armed services?,surrenders some of the rights and privileges,0.567925394,0.717479587,0,0,0,0.559523702,0.699382782,0,0,0
Discrimination that prevented minorities from serving their country to the best of their abilities was seen as what?,a humiliating badge of inferiority,0.688785911,0.842567682,0,0,0,0.688785911,0.842567682,0,0,0
Who was the first President to address the NAACP?,Truman,0.721449435,0.809865952,1,0.117647059,1,0.718482494,0.809822202,1,0.117647059,1
How many people were present at the speech that Truman made?,"(10, 0)",0.017711611,0.144819424,1,0.047619048,0,0.017711611,0.144819424,1,0.047619048,0
Where did Truman's historic speech take place?,Lincoln Memorial,0.464603424,0.563368618,1,0.066666667,0,0.464603424,0.563368618,1,0.066666667,0
"During the speech, Truman made the statement that each man should be guaranteed what?",equality of opportunity,0.581897974,0.760827363,1,0.047619048,0,0.586027563,0.767340779,1,0.047619048,0
Who's authority did Truman want to increase throughout the states?,federal,0.644910395,0.75060451,1,0.047619048,0,0.504229069,0.902692556,1,0.047619048,0
What day did Truman mandate the end of discrimination in the federal government?,Jul-26,0.704857707,0.87478286,1,0.058823529,1,0.704857707,0.87478286,1,0.058823529,1
How many executive orders were issued to help prevent discrimination?,two,0.669288576,0.479712784,0,0,1,-0.02340498,0.103448719,0,0,1
What was the name given to Executive Order 9980?,Regulations Governing for Employment Practices within the Federal Establishment,0.665338516,0.830490232,1,0.055555556,1,0.663979173,0.836310625,1,0.166666667,0
Which position was formulated as a result of Executive Order 9980?,Fair Employment Officer,0.735373497,0.686419845,1,0.055555556,0,0.868343711,0.729058683,1,0.166666667,0
What name was given to Executive Order 9981?,Establishing the President's Committee on Equality of Treatment and Opportunity in the Armed Services,0.594873905,0.780690312,1,0.055555556,0,0.619991899,0.903453827,0,0,0
Which year was Eisenhower elected President?,1952,0.246286169,0.317914099,1,0.055555556,1,0.246286169,0.317914099,1,0.052631579,1
Who did Eisenhower believe should be allowed to decide the nature of discrimination laws?,the states,0.625885665,0.772656202,1,0.052631579,0,0.804622412,0.772656202,1,0.2,0
What was established in 1953?,Government Contract Committee,0.59570545,0.598632634,1,0.1,0,0.596749127,0.634293437,1,0.1,0
What was the main purpose of the Government Contract Committee?,conducted surveys of the racial composition of federal employees and tax-supported contractors,0.635653138,0.784392715,1,0.111111111,0,0.769388735,0.813740551,1,0.166666667,0
Who was the chairman of the newly established committee?,Vice President Richard Nixon,0.618402123,0.587876618,0,0,1,0.388782501,0.230569169,0,0,1
Who criticized President Eisenhower during the 1960 presidential election?,John F. Kennedy,0.659170985,0.719789028,1,0.111111111,1,0.659170985,0.719789028,1,0.111111111,1
What was John F. Kennedy's criticism of the President based on?,not ending discrimination in federally supported housing,0.575202703,0.490825266,0,0,0,0.776668429,0.535142183,0,0,0
Which order was issued soon after Kennedy took office?,Executive Order 10925,0.685484171,0.743413091,1,0.125,1,0.602700353,0.472272784,1,0.125,1
What does PCEEO stand for?,President's Committee on Equal Employment Opportunity,0.390357733,0.758010268,0,0,1,0.815222859,0.758010268,0,0,1
What was the immediate penalty for a federal contractor for not obeying the executive order?,contract cancellation,0.506211042,0.900523901,0,0,0,0.538405716,0.354754686,0,0,0
When did President Kennedy issue Executive Order 11114?,Jun-63,0.723512888,0.722380936,0.666666667,0.25,0,0.779389739,0.849604189,0.666666667,0.2,0
What was the main aim of Executive Order 11114?,elimination of discrimination in employment,0.742770672,0.706467986,1,0.142857143,0,0.834368706,0.78079164,1,0.166666667,0
What was anyone who received federal funding of any sort required to do under the Executive Order?,comply to the government's policies on affirmative action,0.727028966,0.573205829,0,0,0,0.708097577,0.531078517,0,0,0
"Which Executive Order first contained the phrase ""affirmative action""?",Executive Order 10925,0.48198536,0.489584863,0,0,1,0.903307438,0.620406687,0,0,0
Who chaired the committee created by Executive Order 10925?,Vice President Johnson,0.38101083,0.274680376,1,0.111111111,0,0.558822453,0.256956339,0,0,0
Who co - authored the executive order?,Hobart Taylor Jr.,0.314296007,0.287405998,0,0,0,0.638403654,0.416217446,0,0,0
"What was the alternative phrase to ""affirmative action"" that was being considered?",positive action,0.693171144,0.892888963,0,0,0,0.814849436,0.803368986,0,0,0
"What was the main reason that ""affirmative action"" was chosen over ""positive action""?",alliterative quality,0.625973105,0.861450791,0,0,0,0.795279026,0.921369195,0,0,0
Who had issues with JFK's proposal?,NAACP,0.333595693,0.457243383,1,0.076923077,0,0.483554482,0.249956936,1,0.083333333,0
Who filed complaints quickly after the Executive Order was implemented?,NAACP labor secretary Herbert Hill,0.683980107,0.696421862,0,0,0,0.683980107,0.696421862,0,0,0
Which company was targeted by the NAACP for not having fair practices?,Lockheed Aircraft Corporation,0.64689362,0.773821831,1,0.076923077,0,0.64689362,0.773821831,1,0.076923077,0
Who did Lockheed sign an agreement with to seek out more minority workers?,Vice President Johnson,0.675028086,0.750237286,1,0.071428571,1,0.675028086,0.750237286,1,0.071428571,1
Which laws did the corporations in the South associate with in order to ignore the federal recommendations?,Jim Crow,0.533482552,0.701380372,1,0.083333333,1,0.533482552,0.701380372,1,0.083333333,1
Which piece of legislation quickly followed President Kennedy's assassination?,Civil Rights Act,0.585129857,0.730965614,1,0.166666667,0,0.656874537,0.719782114,1,0.166666667,0
"Outside of the private business regulations, what was the other aim of the Civil Rights Act?",integrate public facilities,0.619647384,0.62840569,0,0,0,0.619647384,0.62840569,0,0,0
Which other Executive Order did the Civil Right's Act work closely with?,11114,0.58758235,0.537359178,0,0,1,0.58758235,0.537359178,0,0,1
What was the purpose of Title VII of the Civil Rights Act?,to end discrimination in all firms with 25 or more employees,0.701773643,0.738846481,1,0.1,1,0.7942518,0.702953696,0,0,1
What was the goal of the Equal Employment Opportunity C omission?,ending discrimination in the nation's workplace,0.696372628,0.614544511,0,0,0,0.697236061,0.698214233,0,0,0
Which section of the legislation was considered the most controversial?,Title VII,0.582477331,0.727582991,0,0,0,0.582534254,0.730042696,0,0,0
What did critics claim that Title VII advocate?,a de facto quota system,0.644451141,0.753962815,1,0.083333333,0,0.685214102,0.643083572,1,0.083333333,0
Which Senator fought back against the criticism of Title VII?,Hubert Humphrey,0.720636845,0.679950356,1,0.083333333,1,0.703539968,0.718242407,1,0.083333333,1
Who was one of the key members that Humphrey managed to convince to support the bill?,Everett Dirksen,0.516608059,0.831236184,1,0.090909091,0,0.557549477,0.808159351,1,0.2,0
What position of importance other than Senator did Everett Dirksen hold?,Senate Minority Leader,0.489993453,0.722257614,1,0.071428571,1,0.30780527,0.523610413,1,0.071428571,1
Who followed in Johnson's footsteps in terms of ensuring equal opportunity?,his successor Nixon,0.560229242,0.597901165,1,0.090909091,0,0.559081912,0.714857578,1,0.142857143,0
Which piece of legislation was begun in 1969?,Philadelphia Order,0.332262576,0.723851681,0,0,0,0.332262576,0.723851681,0,0,0
Which industry of jobs did the legislation target?,construction,0.471191168,0.54533875,0,0,0,0.540904701,0.575060129,0,0,0
"Aside from the construction industry, which other group was one of the main offenders against equal opportunity laws?",craft unions,0.535099924,0.79683733,0,0,0,0.535099924,0.79683733,0,0,0
Who held the position of Assistant Secretary of Labor?,Arthur Fletcher,0.472892523,0.80636549,1,0.083333333,1,0.472892523,0.80636549,1,0.083333333,1
"In terms of advancement, what happened to the progression of affirmative action after the Nixon administration?",became less prevalent,0.757476568,0.768577695,0,0,0,0.533117533,0.777531147,1,0.25,0
What was one of the primary reasons that the issue of affirmative action lost its momentum?,there were other areas that needed focus,0.654030502,0.885802388,0,0,0,0.731155396,0.863790452,0,0,0
Which administration allowed affirmative action to take a backseat to other issues?,Ford,0.760425925,0.821535707,0,0,1,0.652264833,0.865412176,0,0,0
What kind of classification was subject to strict scrutiny?,racial,0.517528474,0.864995599,0,0,0,0.638671756,0.589242458,0,0,0
What was the only situation in which a racial classification could be considered acceptable?,necessary to promote a compelling governmental interest,0.653913975,0.863689899,0,0,0,0.093932919,0.164752573,0,0,0
Who later confirmed that racial classifications were only to be upheld if they were necessary?,U.S. Supreme Court,0.765605211,0.81931603,0,0,0,-0.024064444,-0.010788709,0,0,0
What is an example case that can help display where upholding a racial classification is beneficial?,Richmond v. J.A. Croson Co.,0.564439654,0.553343534,0,0,1,0.173780799,0.139946908,0,0,1
Which case concerning White and Hispanic firefighters was heard by the Supreme Court in 2009?,Ricci v. DeStefano,0.403025389,0.469442725,1,0.173913043,0,0.435849845,0.507060051,1,0.173913043,0
Where was the issue of White and Hispanic firefighters heard in the case based out of?,"New Haven, Connecticut",0.342088938,0.408030927,1,0.090909091,0.5,0.392490029,0.466858864,1,0.090909091,0.5
How many whites were given the possibility of immediate promotion as a result of taking the controversial test?,17,0.034506075,0.125991195,0,0,1,0.016657863,0.118928812,0,0,1
What percentage of those people taking the test were African American?,23,0.178969294,0.268350303,1,0.052631579,0,0.321118027,0.268350303,1,0.111111111,0
What was the final vote count for the Supreme Court over the issue?,05-Apr,0.462125748,0.738276601,1,0.041666667,1,0.472814292,0.821280777,1,0.041666667,1
Which President declared that discrimination is contrary to the Constitutional principles of the United States?,Kennedy,0.735563636,0.735999703,0.5,0.076923077,1,0.73429817,0.736868322,0.5,0.076923077,1
Which piece of legislation did President Kennedy use to claim that discrimination was a violation of the Constitution?,Executive Order 10925,0.770662487,0.807804525,0.5,0.111111111,1,0.770662487,0.807804525,0.5,0.111111111,1
What were the affected industries in terms of regulation as a result of Executive Order 10925?,Federal Government and on government contracts,0.557177126,0.905874908,1,0.125,0,0.557177126,0.905874908,1,0.142857143,0
"Other than being race and gender based, what did believers in affirmative action also feel that the system discriminated against?",class,0.783868194,0.880864203,0,0,0,0.769229472,0.884973824,0,0,0
Which organization believed in the class based argument?,African American Policy Forum,0.670521259,0.748264551,0,0,1,0.680783033,0.741965771,0,0,1
What group of people did the AAPF claim affirmative action created?,African American middle class,0.665352643,0.823248267,0,0,0,0.758540332,0.738225996,0,0,0
What does the AAPF believe the foundation for the class based argument is?,non-poor minorities do not experience racial and gender based discrimination,0.783272445,0.799894214,0,0,0,0.762022078,0.571374774,0,0,0
What does the AAPF believe the goal of affirmative action should be?,to address race-based obstacles that block the path to success,0.717752934,0.878177643,0,0,0,0.807281971,0.852351665,0,0,0
What major event preceded the growth of the divide in education between White and Black Americans?,end of World War II,0.644114673,0.648931742,0.5,0.1,1,0.658711791,0.730231106,0.5,0.1,1
What was considered to be a major cause of the increase in educational gap?,Dwight D. Eisenhower's GI Bill,0.666833997,0.644133866,0,0,0.5,0.657548606,0.629116058,0,0,0.5
What did returning black veterans not receive?,loans at the same rate as whites,0.514578462,0.672421038,0,0,0,0.514578462,0.672421038,0,0,0
How many servicemen and women were educated as a result of the GI Bill?,Nearly 8 million,0.149557248,0.272675067,1,0.111111111,1,0.357334554,0.272675067,1,0.2,1
What opportunities were few for black veterans?,higher educational,0.708593726,0.518180013,0,0,0,0.834124923,0.550853729,0,0,0
"Who conducted a study about the origins of ""Latinos""?",Dr. Paul Brest,0.564984202,0.531639695,0,0,1,0.388071656,0.797745109,0,0,1
"How much of the Latino population did Mexican Americans, Puerto Ricans and Cuban Americans make up in 1991?",80%,0.641964018,0.846284747,0.8,0.222222222,1,0.870349944,0.799958229,1,0.384615385,1
"In relation to other major ethnic groups, what is the education level of Latinos?",least well educated,0.739425719,0.777495742,0,0,0,0.580415487,0.663736641,0,0,0
What was the percentage increase of the high school completion rate for African Americans between 1975 and 1990?,12%,0.077231638,0.253204525,0,0,1,0.12672247,0.294139981,0,0,1
How many of the total bachelor degrees awarded in 1990 went to Latinos?,3.10%,0.158482924,0.089037105,0.5,0.041666667,1,0.158482924,0.089037105,0.5,0.041666667,1
Which groups can be categorized as Native Americans?,people who lived in North America before European settlement,0.672561288,0.809840977,1,0.045454545,1,0.89376992,0.742749214,1,0.125,1
When did the Native Americans lose their land?,During the U.S. government's westward expansion,0.626168251,0.797705531,1,0.043478261,1,0.827716351,0.815230012,1,0.2,1
